      No     Day     Mon    Year  Qobs_0000000001  Qsim_0000000001  Qobs_0000000002  Qsim_0000000002  Qobs_0000000003  Qsim_0000000003
     720      21      12    1998        2.4900000        3.5044180        2.1600000        2.8069920        2.0900000        1.5592354
     721      22      12    1998        2.3300000        3.3133110        1.9600000        2.5892744        1.8900000        1.3932319
     722      23      12    1998        2.1800000        3.1401347        1.8600000        2.3105981        1.8900000        1.2528342
     723      24      12    1998        2.1800000        2.8897732        1.8600000        2.0756238        1.7900000        1.1333210
     724      25      12    1998        2.1100000        2.6261615        1.7700000        1.9324745        1.7900000        1.1877302
     725      26      12    1998        2.0400000        2.4206032        1.8600000        2.1736960        1.8900000        1.8918423
     726      27      12    1998        2.2600000        2.3571691        2.2600000        2.4963820        2.3100000        1.9984095
     727      28      12    1998        2.3300000        2.4741170        2.1600000        2.7425738        2.0900000        1.7314470
     728      29      12    1998        2.3300000        2.6828840        1.9600000        2.6506852        1.8900000        1.5335956
     729      30      12    1998        2.2600000        2.8170961        1.8600000        2.3914564        1.8900000        1.3723906
     730      31      12    1998        2.1800000        2.7729677        1.7700000        2.1405930        1.7900000        1.2360607
     731       1       1    1999        2.0360000        2.5812550        1.6800000        1.9330454        1.7900000        1.1198576
     732       2       1    1999        2.0360000        2.3425305        1.6800000        1.7572016        1.7900000        1.0221380
     733       3       1    1999        2.0360000        2.1798529        1.6800000        1.9325761        1.7900000        1.4947364
     734       4       1    1999        2.2560000        2.1338836        1.8600000        2.1426211        1.9900000        1.7525175
     735       5       1    1999        2.3260000        2.2096995        2.0600000        2.3934528        2.2000000        1.6148849
     736       6       1    1999        2.1760000        2.3670979        1.8600000        2.3994367        1.9900000        1.4272866
     737       7       1    1999        1.9660000        2.5713204        1.8600000        2.4264831        2.0900000        1.9250223
     738       8       1    1999        2.0360000        2.7944635        2.0600000        2.6638020        2.2000000        2.1361810
     739       9       1    1999        2.2560000        3.2160313        2.0600000        3.2135575        2.3100000        1.8960701
     740      10       1    1999        2.2560000        3.4741623        2.0600000        2.9919715        2.3100000        1.6221596
     741      11       1    1999        2.1760000        3.4474033        2.0600000        2.6960921        2.2000000        1.4442348
     742      12       1    1999        2.2560000        3.2909818        2.0600000        2.3847075        2.2000000        1.2955223
     743      13       1    1999        2.2560000        3.0727716        2.0600000        2.1556669        2.2000000        1.1695412
     744      14       1    1999        2.1760000        2.9629088        2.0600000        2.2457381        2.0900000        1.6145383
     745      15       1    1999        2.2560000        2.8188216        2.1600000        2.5557730        2.4200000        2.6539860
     746      16       1    1999        2.7260000        2.7834405        2.7000000        3.1377914        3.0400000        2.6974289
     747      17       1    1999        2.7260000        3.0064935        2.7000000        3.4564468        3.1500000        2.2711457
     748      18       1    1999        2.7260000        3.3355974        2.7000000        3.2945754        2.9100000        1.8844755
     749      19       1    1999        2.5660000        3.5294229        2.5900000        2.8823471        2.9100000        1.6191663
     750      20       1    1999        2.4860000        3.4386248        2.3700000        2.4906285        2.6600000        1.4333455
     751      21       1    1999        2.3260000        3.1458329        2.1600000        2.2416522        2.4200000        1.3425705
